DateTime,Pressure,Unit,Temperature(℃),Interval (S)
10/04/2023 10:15:02,48,psi,22.6,1
10/04/2023 10:15:03,48,psi,22.6,1
10/04/2023 10:15:04,47,psi,22.6,1
10/04/2023 10:15:05,47,psi,22.6,1
10/04/2023 10:15:06,49,psi,22.6,1
10/04/2023 10:15:07,47,psi,22.6,1
10/04/2023 10:15:08,48,psi,22.6,1
10/04/2023 10:15:09,47,psi,22.6,1
10/04/2023 10:15:10,47,psi,22.6,1
10/04/2023 10:15:11,49,psi,22.6,1
10/04/2023 10:15:12,48,psi,22.6,1
10/04/2023 10:15:13,46,psi,22.6,1
10/04/2023 10:15:14,50,psi,22.6,1
10/04/2023 10:15:15,61,psi,22.6,1
10/04/2023 10:15:16,75,psi,22.6,1
10/04/2023 10:15:17,90,psi,22.6,1
10/04/2023 10:15:18,107,psi,22.6,1
10/04/2023 10:15:19,121,psi,22.6,1
10/04/2023 10:15:20,139,psi,22.6,1
10/04/2023 10:15:21,157,psi,22.6,1
10/04/2023 10:15:22,176,psi,22.6,1
10/04/2023 10:15:23,194,psi,22.6,1
10/04/2023 10:15:24,214,psi,22.6,1
10/04/2023 10:15:25,233,psi,22.6,1
10/04/2023 10:15:26,253,psi,22.6,1
10/04/2023 10:15:27,272,psi,22.6,1
10/04/2023 10:15:28,291,psi,22.6,1
10/04/2023 10:15:29,312,psi,22.6,1
10/04/2023 10:15:30,332,psi,22.6,1
10/04/2023 10:15:31,355,psi,22.6,1
10/04/2023 10:15:32,377,psi,22.6,1
10/04/2023 10:15:33,402,psi,22.6,1
10/04/2023 10:15:34,426,psi,22.6,1
10/04/2023 10:15:35,455,psi,22.6,1
10/04/2023 10:15:36,482,psi,22.6,1
10/04/2023 10:15:37,509,psi,22.6,1
10/04/2023 10:15:38,538,psi,22.6,1
10/04/2023 10:15:39,567,psi,22.6,1
10/04/2023 10:15:40,594,psi,22.6,1
10/04/2023 10:15:41,624,psi,22.6,1
10/04/2023 10:15:42,651,psi,22.6,1
10/04/2023 10:15:43,678,psi,22.6,1
10/04/2023 10:15:44,707,psi,22.6,1
10/04/2023 10:15:45,733,psi,22.6,1
10/04/2023 10:15:46,763,psi,22.6,1
10/04/2023 10:15:47,795,psi,22.6,1
10/04/2023 10:15:48,825,psi,22.6,1
10/04/2023 10:15:49,859,psi,22.6,1
10/04/2023 10:15:50,898,psi,22.6,1
10/04/2023 10:15:51,936,psi,22.6,1
10/04/2023 10:15:52,975,psi,22.6,1
10/04/2023 10:15:53,1016,psi,22.6,1
10/04/2023 10:15:54,1056,psi,22.6,1
10/04/2023 10:15:55,1097,psi,22.6,1
10/04/2023 10:15:56,1140,psi,22.6,1
10/04/2023 10:15:57,1184,psi,22.6,1
10/04/2023 10:15:58,1227,psi,22.6,1
10/04/2023 10:15:59,1270,psi,22.6,1
10/04/2023 10:16:00,1316,psi,22.6,1
10/04/2023 10:16:01,1359,psi,22.6,1
10/04/2023 10:16:02,1403,psi,22.6,1
10/04/2023 10:16:03,1441,psi,22.6,1
10/04/2023 10:16:04,1479,psi,22.6,1
10/04/2023 10:16:05,1513,psi,22.6,1
10/04/2023 10:16:06,1546,psi,22.6,1
10/04/2023 10:16:07,1580,psi,22.6,1
10/04/2023 10:16:08,1616,psi,22.6,1
10/04/2023 10:16:09,1658,psi,22.6,1
10/04/2023 10:16:10,1702,psi,22.6,1
10/04/2023 10:16:11,1750,psi,22.6,1
10/04/2023 10:16:12,1797,psi,22.6,1
10/04/2023 10:16:13,1844,psi,22.6,1
10/04/2023 10:16:14,1894,psi,22.6,1
10/04/2023 10:16:15,1943,psi,22.6,1
10/04/2023 10:16:16,1990,psi,22.6,1
10/04/2023 10:16:17,2040,psi,22.6,1
10/04/2023 10:16:18,2157,psi,22.6,1
10/04/2023 10:16:19,2270,psi,22.6,1
10/04/2023 10:16:20,2357,psi,22.6,1
10/04/2023 10:16:21,2426,psi,22.6,1
10/04/2023 10:16:22,2519,psi,22.6,1
10/04/2023 10:16:23,2626,psi,22.6,1
10/04/2023 10:16:24,2660,psi,22.6,1
10/04/2023 10:16:25,2627,psi,22.6,1
10/04/2023 10:16:26,2681,psi,22.6,1
10/04/2023 10:16:27,2655,psi,22.6,1
10/04/2023 10:16:28,2709,psi,22.6,1
10/04/2023 10:16:29,2685,psi,22.6,1
10/04/2023 10:16:30,2668,psi,22.6,1
10/04/2023 10:16:31,2650,psi,22.6,1
10/04/2023 10:16:32,2638,psi,22.6,1
10/04/2023 10:16:33,2625,psi,22.6,1
10/04/2023 10:16:34,2613,psi,22.6,1
10/04/2023 10:16:35,2604,psi,22.6,1
10/04/2023 10:16:36,2594,psi,22.6,1
10/04/2023 10:16:37,2584,psi,22.6,1
10/04/2023 10:16:38,2577,psi,22.6,1
10/04/2023 10:16:39,2568,psi,22.6,1
10/04/2023 10:16:40,2561,psi,22.6,1
10/04/2023 10:16:41,2554,psi,22.6,1
10/04/2023 10:16:42,2546,psi,22.6,1
10/04/2023 10:16:43,2540,psi,22.6,1
10/04/2023 10:16:44,2535,psi,22.6,1
10/04/2023 10:16:45,2529,psi,22.6,1
10/04/2023 10:16:46,2523,psi,22.6,1
10/04/2023 10:16:47,2517,psi,22.6,1
10/04/2023 10:16:48,2513,psi,22.6,1
10/04/2023 10:16:49,2507,psi,22.6,1
10/04/2023 10:16:50,2502,psi,22.6,1
10/04/2023 10:16:51,2498,psi,22.6,1
10/04/2023 10:16:52,2493,psi,22.6,1
10/04/2023 10:16:53,2488,psi,22.6,1
10/04/2023 10:16:54,2483,psi,22.6,1
10/04/2023 10:16:55,2480,psi,22.6,1
10/04/2023 10:16:56,2475,psi,22.6,1
10/04/2023 10:16:57,2472,psi,22.6,1
10/04/2023 10:16:58,2467,psi,22.6,1
10/04/2023 10:16:59,2465,psi,22.6,1
10/04/2023 10:17:00,2461,psi,22.6,1
10/04/2023 10:17:01,2458,psi,22.6,1
10/04/2023 10:17:02,2455,psi,22.6,1
10/04/2023 10:17:03,2450,psi,22.6,1
10/04/2023 10:17:04,2447,psi,22.6,1
10/04/2023 10:17:05,2445,psi,22.6,1
10/04/2023 10:17:06,2441,psi,22.6,1
10/04/2023 10:17:07,2439,psi,22.6,1
10/04/2023 10:17:08,2435,psi,22.6,1
10/04/2023 10:17:09,2432,psi,22.6,1
10/04/2023 10:17:10,2430,psi,22.6,1
10/04/2023 10:17:11,2427,psi,22.6,1
10/04/2023 10:17:12,2425,psi,22.6,1
10/04/2023 10:17:13,2422,psi,22.6,1
10/04/2023 10:17:14,2420,psi,22.6,1
10/04/2023 10:17:15,2417,psi,22.6,1
10/04/2023 10:17:16,2414,psi,22.6,1
10/04/2023 10:17:17,2412,psi,22.6,1
10/04/2023 10:17:18,2410,psi,22.6,1
10/04/2023 10:17:19,2407,psi,22.6,1
10/04/2023 10:17:20,2405,psi,22.6,1
10/04/2023 10:17:21,2402,psi,22.6,1
10/04/2023 10:17:22,2401,psi,22.6,1
10/04/2023 10:17:23,2398,psi,22.6,1
10/04/2023 10:17:24,2396,psi,22.6,1
10/04/2023 10:17:25,2394,psi,22.6,1
10/04/2023 10:17:26,2392,psi,22.6,1
10/04/2023 10:17:27,2390,psi,22.6,1
10/04/2023 10:17:28,2389,psi,22.6,1
10/04/2023 10:17:29,2386,psi,22.6,1
10/04/2023 10:17:30,2384,psi,22.6,1
10/04/2023 10:17:31,2384,psi,22.6,1
10/04/2023 10:17:32,2381,psi,22.6,1
10/04/2023 10:17:33,2378,psi,22.6,1
10/04/2023 10:17:34,2376,psi,22.6,1
10/04/2023 10:17:35,2375,psi,22.6,1
10/04/2023 10:17:36,2372,psi,22.6,1
10/04/2023 10:17:37,2370,psi,22.6,1
10/04/2023 10:17:38,2370,psi,22.6,1
10/04/2023 10:17:39,2369,psi,22.6,1
10/04/2023 10:17:40,2366,psi,22.6,1
10/04/2023 10:17:41,2365,psi,22.6,1
10/04/2023 10:17:42,2363,psi,22.6,1
10/04/2023 10:17:43,2361,psi,22.6,1
10/04/2023 10:17:44,2360,psi,22.6,1
10/04/2023 10:17:45,2359,psi,22.6,1
10/04/2023 10:17:46,2358,psi,22.6,1
10/04/2023 10:17:47,2356,psi,22.6,1
10/04/2023 10:17:48,2355,psi,22.6,1
10/04/2023 10:17:49,2352,psi,22.6,1
10/04/2023 10:17:50,2350,psi,22.6,1
10/04/2023 10:17:51,2350,psi,22.6,1
10/04/2023 10:17:52,2348,psi,22.6,1
10/04/2023 10:17:53,2347,psi,22.6,1
10/04/2023 10:17:54,2344,psi,22.6,1
10/04/2023 10:17:55,2343,psi,22.6,1
10/04/2023 10:17:56,2341,psi,22.6,1
10/04/2023 10:17:57,2339,psi,22.6,1
10/04/2023 10:17:58,2339,psi,22.6,1
10/04/2023 10:17:59,2337,psi,22.6,1
10/04/2023 10:18:00,2336,psi,22.6,1
10/04/2023 10:18:01,2336,psi,22.6,1
10/04/2023 10:18:02,2334,psi,22.6,1
10/04/2023 10:18:03,2334,psi,22.6,1
10/04/2023 10:18:04,2331,psi,22.6,1
10/04/2023 10:18:05,2331,psi,22.6,1
10/04/2023 10:18:06,2330,psi,22.6,1
10/04/2023 10:18:07,2327,psi,22.6,1
10/04/2023 10:18:08,2327,psi,22.6,1
10/04/2023 10:18:09,2326,psi,22.6,1
10/04/2023 10:18:10,2324,psi,22.6,1
10/04/2023 10:18:11,2323,psi,22.6,1
10/04/2023 10:18:12,2322,psi,22.6,1
10/04/2023 10:18:13,2320,psi,22.6,1
10/04/2023 10:18:14,2320,psi,22.6,1
10/04/2023 10:18:15,2317,psi,22.6,1
10/04/2023 10:18:16,2316,psi,22.6,1
10/04/2023 10:18:17,2316,psi,22.6,1
10/04/2023 10:18:18,2315,psi,22.6,1
10/04/2023 10:18:19,2315,psi,22.6,1
10/04/2023 10:18:20,2312,psi,22.6,1
10/04/2023 10:18:21,2312,psi,22.6,1
10/04/2023 10:18:22,2311,psi,22.6,1
10/04/2023 10:18:23,2310,psi,22.6,1
10/04/2023 10:18:24,2310,psi,22.6,1
10/04/2023 10:18:25,2308,psi,22.6,1
10/04/2023 10:18:26,2307,psi,22.6,1
10/04/2023 10:18:27,2306,psi,22.6,1
10/04/2023 10:18:28,2304,psi,22.6,1
10/04/2023 10:18:29,2304,psi,22.6,1
10/04/2023 10:18:30,2303,psi,22.6,1
10/04/2023 10:18:31,2301,psi,22.6,1
10/04/2023 10:18:32,2301,psi,22.6,1
10/04/2023 10:18:33,2300,psi,22.6,1
10/04/2023 10:18:34,2298,psi,22.6,1
10/04/2023 10:18:35,2299,psi,22.6,1
10/04/2023 10:18:36,2296,psi,22.6,1
10/04/2023 10:18:37,2296,psi,22.6,1
10/04/2023 10:18:38,2296,psi,22.6,1
10/04/2023 10:18:39,2293,psi,22.6,1
10/04/2023 10:18:40,2293,psi,22.6,1
10/04/2023 10:18:41,2292,psi,22.6,1
10/04/2023 10:18:42,2291,psi,22.6,1
10/04/2023 10:18:43,2290,psi,22.6,1
10/04/2023 10:18:44,2289,psi,22.6,1
10/04/2023 10:18:45,2288,psi,22.6,1
10/04/2023 10:18:46,2288,psi,22.6,1
10/04/2023 10:18:47,2287,psi,22.6,1
10/04/2023 10:18:48,2286,psi,22.6,1
10/04/2023 10:18:49,2285,psi,22.6,1
10/04/2023 10:18:50,2284,psi,22.6,1
10/04/2023 10:18:51,2283,psi,22.6,1
10/04/2023 10:18:52,2283,psi,22.6,1
10/04/2023 10:18:53,2283,psi,22.6,1
10/04/2023 10:18:54,2281,psi,22.6,1
10/04/2023 10:18:55,2281,psi,22.6,1
10/04/2023 10:18:56,2280,psi,22.6,1
10/04/2023 10:18:57,2278,psi,22.6,1
10/04/2023 10:18:58,2277,psi,22.6,1
10/04/2023 10:18:59,2277,psi,22.6,1
10/04/2023 10:19:00,2277,psi,22.6,1
10/04/2023 10:19:01,2275,psi,22.6,1
10/04/2023 10:19:02,2274,psi,22.6,1
10/04/2023 10:19:03,2274,psi,22.6,1
10/04/2023 10:19:04,2274,psi,22.6,1
10/04/2023 10:19:05,2273,psi,22.6,1
10/04/2023 10:19:06,2272,psi,22.6,1
10/04/2023 10:19:07,2272,psi,22.6,1
10/04/2023 10:19:08,2271,psi,22.6,1
10/04/2023 10:19:09,2270,psi,22.6,1
10/04/2023 10:19:10,2268,psi,22.6,1
10/04/2023 10:19:11,2268,psi,22.6,1
10/04/2023 10:19:12,2267,psi,22.6,1
10/04/2023 10:19:13,2266,psi,22.6,1
10/04/2023 10:19:14,2267,psi,22.6,1
10/04/2023 10:19:15,2265,psi,22.6,1
10/04/2023 10:19:16,2263,psi,22.6,1
10/04/2023 10:19:17,2263,psi,22.6,1
10/04/2023 10:19:18,2264,psi,22.6,1
10/04/2023 10:19:19,2262,psi,22.6,1
10/04/2023 10:19:20,2261,psi,22.6,1
10/04/2023 10:19:21,2261,psi,22.6,1
10/04/2023 10:19:22,2260,psi,22.6,1
10/04/2023 10:19:23,2261,psi,22.6,1
10/04/2023 10:19:24,2259,psi,22.6,1
10/04/2023 10:19:25,2258,psi,22.6,1
10/04/2023 10:19:26,2257,psi,22.6,1
10/04/2023 10:19:27,2257,psi,22.6,1
10/04/2023 10:19:28,2257,psi,22.6,1
10/04/2023 10:19:29,2255,psi,22.6,1
10/04/2023 10:19:30,2255,psi,22.6,1
10/04/2023 10:19:31,2253,psi,22.6,1
10/04/2023 10:19:32,2254,psi,22.6,1
10/04/2023 10:19:33,2253,psi,22.6,1
10/04/2023 10:19:34,2252,psi,22.6,1
10/04/2023 10:19:35,2251,psi,22.6,1
10/04/2023 10:19:36,2250,psi,22.6,1
10/04/2023 10:19:37,2250,psi,22.6,1
10/04/2023 10:19:38,2249,psi,22.6,1
10/04/2023 10:19:39,2249,psi,22.6,1
10/04/2023 10:19:40,2249,psi,22.6,1
10/04/2023 10:19:41,2248,psi,22.6,1
10/04/2023 10:19:42,2248,psi,22.6,1
10/04/2023 10:19:43,2247,psi,22.6,1
10/04/2023 10:19:44,2246,psi,22.6,1
10/04/2023 10:19:45,2245,psi,22.6,1
10/04/2023 10:19:46,2245,psi,22.6,1
10/04/2023 10:19:47,2244,psi,22.6,1
10/04/2023 10:19:48,2245,psi,22.6,1
10/04/2023 10:19:49,2242,psi,22.6,1
10/04/2023 10:19:50,2243,psi,22.6,1
10/04/2023 10:19:51,2241,psi,22.6,1
10/04/2023 10:19:52,2241,psi,22.6,1
10/04/2023 10:19:53,2241,psi,22.6,1
10/04/2023 10:19:54,2242,psi,22.6,1
10/04/2023 10:19:55,2239,psi,22.6,1
10/04/2023 10:19:56,2239,psi,22.6,1
10/04/2023 10:19:57,2239,psi,22.6,1
10/04/2023 10:19:58,2238,psi,22.6,1
10/04/2023 10:19:59,2238,psi,22.6,1
10/04/2023 10:20:00,2237,psi,22.6,1
10/04/2023 10:20:01,2236,psi,22.6,1
10/04/2023 10:20:02,2236,psi,22.6,1
10/04/2023 10:20:03,2235,psi,22.6,1
10/04/2023 10:20:04,2235,psi,22.6,1
10/04/2023 10:20:05,2235,psi,22.6,1
10/04/2023 10:20:06,2234,psi,22.6,1
10/04/2023 10:20:07,2233,psi,22.6,1
10/04/2023 10:20:08,2232,psi,22.6,1
10/04/2023 10:20:09,2232,psi,22.6,1
10/04/2023 10:20:10,2232,psi,22.6,1
10/04/2023 10:20:11,2232,psi,22.6,1
10/04/2023 10:20:12,2231,psi,22.6,1
10/04/2023 10:20:13,2230,psi,22.6,1
10/04/2023 10:20:14,2229,psi,22.6,1
10/04/2023 10:20:15,2229,psi,22.6,1
10/04/2023 10:20:16,2228,psi,22.6,1
10/04/2023 10:20:17,2229,psi,22.6,1
10/04/2023 10:20:18,2227,psi,22.6,1
10/04/2023 10:20:19,2227,psi,22.6,1
10/04/2023 10:20:20,2227,psi,22.6,1
10/04/2023 10:20:21,2226,psi,22.6,1
10/04/2023 10:20:22,2225,psi,22.6,1
10/04/2023 10:20:23,2226,psi,22.6,1
10/04/2023 10:20:24,2224,psi,22.6,1
10/04/2023 10:20:25,2223,psi,22.6,1
10/04/2023 10:20:26,2223,psi,22.6,1
10/04/2023 10:20:27,2223,psi,22.6,1
10/04/2023 10:20:28,2222,psi,22.6,1
10/04/2023 10:20:29,2224,psi,22.6,1
10/04/2023 10:20:30,2221,psi,22.6,1
10/04/2023 10:20:31,2221,psi,22.6,1
10/04/2023 10:20:32,2220,psi,22.6,1
10/04/2023 10:20:33,2220,psi,22.6,1
10/04/2023 10:20:34,2219,psi,22.6,1
10/04/2023 10:20:35,2219,psi,22.6,1
10/04/2023 10:20:36,2219,psi,22.6,1
10/04/2023 10:20:37,2217,psi,22.6,1
10/04/2023 10:20:38,2217,psi,22.6,1
10/04/2023 10:20:39,2217,psi,22.6,1
10/04/2023 10:20:40,2216,psi,22.6,1
10/04/2023 10:20:41,2216,psi,22.6,1
10/04/2023 10:20:42,2217,psi,22.6,1
10/04/2023 10:20:43,2216,psi,22.6,1
10/04/2023 10:20:44,2215,psi,22.6,1
10/04/2023 10:20:45,2214,psi,22.6,1
10/04/2023 10:20:46,2214,psi,22.6,1
10/04/2023 10:20:47,2214,psi,22.6,1
10/04/2023 10:20:48,2213,psi,22.6,1
10/04/2023 10:20:49,2213,psi,22.6,1
10/04/2023 10:20:50,2212,psi,22.6,1
10/04/2023 10:20:51,2212,psi,22.6,1
10/04/2023 10:20:52,2211,psi,22.6,1
10/04/2023 10:20:53,2210,psi,22.6,1
10/04/2023 10:20:54,2211,psi,22.6,1
10/04/2023 10:20:55,2211,psi,22.6,1
10/04/2023 10:20:56,2210,psi,22.6,1
10/04/2023 10:20:57,2209,psi,22.6,1
10/04/2023 10:20:58,2208,psi,22.6,1
10/04/2023 10:20:59,2208,psi,22.6,1
10/04/2023 10:21:00,2207,psi,22.6,1
10/04/2023 10:21:01,2208,psi,22.6,1
10/04/2023 10:21:02,2207,psi,22.6,1
10/04/2023 10:21:03,2207,psi,22.6,1
10/04/2023 10:21:04,2205,psi,22.6,1
10/04/2023 10:21:05,2207,psi,22.6,1
10/04/2023 10:21:06,2206,psi,22.6,1
10/04/2023 10:21:07,2204,psi,22.6,1
10/04/2023 10:21:08,2204,psi,22.6,1
10/04/2023 10:21:09,2205,psi,22.6,1
10/04/2023 10:21:10,2204,psi,22.6,1
10/04/2023 10:21:11,2205,psi,22.6,1
10/04/2023 10:21:12,2203,psi,22.6,1
10/04/2023 10:21:13,2203,psi,22.6,1
10/04/2023 10:21:14,2203,psi,22.6,1
10/04/2023 10:21:15,2203,psi,22.6,1
10/04/2023 10:21:16,2201,psi,22.6,1
10/04/2023 10:21:17,2201,psi,22.6,1
10/04/2023 10:21:18,2201,psi,22.6,1
10/04/2023 10:21:19,2201,psi,22.6,1
10/04/2023 10:21:20,2200,psi,22.6,1
10/04/2023 10:21:21,2200,psi,22.6,1
10/04/2023 10:21:22,2199,psi,22.6,1
10/04/2023 10:21:23,2199,psi,22.6,1
10/04/2023 10:21:24,2198,psi,22.6,1
10/04/2023 10:21:25,2199,psi,22.6,1
10/04/2023 10:21:26,2198,psi,22.6,1
10/04/2023 10:21:27,2197,psi,22.6,1
10/04/2023 10:21:28,2198,psi,22.6,1
10/04/2023 10:21:29,2196,psi,22.6,1
10/04/2023 10:21:30,2197,psi,22.6,1
10/04/2023 10:21:31,2197,psi,22.6,1
10/04/2023 10:21:32,2197,psi,22.6,1
10/04/2023 10:21:33,2195,psi,22.6,1
10/04/2023 10:21:34,2195,psi,22.6,1
10/04/2023 10:21:35,2196,psi,22.6,1
10/04/2023 10:21:36,2194,psi,22.6,1
10/04/2023 10:21:37,2193,psi,22.6,1
10/04/2023 10:21:38,2195,psi,22.6,1
10/04/2023 10:21:39,2194,psi,22.6,1
10/04/2023 10:21:40,2193,psi,22.6,1
10/04/2023 10:21:41,2192,psi,22.6,1
10/04/2023 10:21:42,2191,psi,22.6,1
10/04/2023 10:21:43,2192,psi,22.6,1
10/04/2023 10:21:44,2190,psi,22.6,1
10/04/2023 10:21:45,2192,psi,22.6,1
10/04/2023 10:21:46,2190,psi,22.6,1
10/04/2023 10:21:47,2190,psi,22.6,1
10/04/2023 10:21:48,2190,psi,22.6,1
10/04/2023 10:21:49,2189,psi,22.6,1
10/04/2023 10:21:50,2189,psi,22.6,1
10/04/2023 10:21:51,2189,psi,22.6,1
10/04/2023 10:21:52,2189,psi,22.6,1
10/04/2023 10:21:53,2188,psi,22.6,1
10/04/2023 10:21:54,2187,psi,22.6,1
10/04/2023 10:21:55,2188,psi,22.6,1
10/04/2023 10:21:56,2186,psi,22.6,1
10/04/2023 10:21:57,2187,psi,22.6,1
10/04/2023 10:21:58,2188,psi,22.6,1
10/04/2023 10:21:59,2186,psi,22.6,1
10/04/2023 10:22:00,2186,psi,22.6,1
10/04/2023 10:22:01,2185,psi,22.6,1
10/04/2023 10:22:02,2186,psi,22.6,1
10/04/2023 10:22:03,2186,psi,22.6,1
10/04/2023 10:22:04,2185,psi,22.6,1
10/04/2023 10:22:05,2184,psi,22.6,1
10/04/2023 10:22:06,2185,psi,22.6,1
10/04/2023 10:22:07,2184,psi,22.6,1
10/04/2023 10:22:08,2183,psi,22.6,1
10/04/2023 10:22:09,2183,psi,22.6,1
10/04/2023 10:22:10,2182,psi,22.6,1
10/04/2023 10:22:11,2183,psi,22.6,1
10/04/2023 10:22:12,2182,psi,22.6,1
10/04/2023 10:22:13,2183,psi,22.6,1
10/04/2023 10:22:14,2182,psi,22.6,1
10/04/2023 10:22:15,2181,psi,22.6,1
10/04/2023 10:22:16,2181,psi,22.6,1
10/04/2023 10:22:17,2181,psi,22.6,1
10/04/2023 10:22:18,2180,psi,22.6,1
10/04/2023 10:22:19,2178,psi,22.6,1
10/04/2023 10:22:20,2180,psi,22.6,1
10/04/2023 10:22:21,2180,psi,22.6,1
10/04/2023 10:22:22,2180,psi,22.6,1
